,id,price,price/m,rooms,city,district,street,status,meters,apartment_floors,bathroom,terrace,market,building,material,year,adv_date,upvotes,floor,building_floors,bedroom,balcony
1169,1169,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1170,1170,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1171,1171,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1172,1172,475488,11831,2,Gdynia,Cisowa,ul. Zbożowa 56,,40.19,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2025,2024-03-01,20,2,2,1,Nie
1173,1173,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1174,1174,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1175,1175,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1176,1176,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1177,1177,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1178,1178,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1179,1179,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1180,1180,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1181,1181,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1182,1182,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1183,1183,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1184,1184,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1185,1185,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1186,1186,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1187,1187,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1188,1188,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1189,1189,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1190,1190,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1191,1191,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1192,1192,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1193,1193,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1194,1194,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1195,1195,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1196,1196,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1197,1197,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1198,1198,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1199,1199,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1200,1200,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1201,1201,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1202,1202,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1203,1203,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1204,1204,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1205,1205,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1206,1206,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1207,1207,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1208,1208,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1209,1209,475488,11831,2,Gdynia,Cisowa,ul. Zbożowa 56,,40.19,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2025,2024-03-01,20,2,2,1,Nie
1210,1210,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1211,1211,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1212,1212,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1213,1213,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1214,1214,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1215,1215,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1216,1216,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1217,1217,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1218,1218,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1219,1219,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1220,1220,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1221,1221,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1222,1222,379343,14675,1,Gdańsk,Śródmieście,Mostek,Do wykończenia,25.85,1,1,Nie,Pierwotny,APARTAMENTOWIEC,PUSTAK,2024,2024-03-27,0,3,4,1,Nie
1223,1223,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1224,1224,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1225,1225,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1226,1226,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1227,1227,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1228,1228,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1229,1229,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1230,1230,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1231,1231,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1232,1232,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1233,1233,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1234,1234,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1235,1235,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1236,1236,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1237,1237,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1238,1238,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1239,1239,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1240,1240,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1241,1241,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1242,1242,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1243,1243,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1244,1244,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1245,1245,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1246,1246,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1247,1247,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1248,1248,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1249,1249,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1250,1250,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1251,1251,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1252,1252,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1253,1253,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1254,1254,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1255,1255,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1256,1256,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1257,1257,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1258,1258,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1259,1259,576200,9603,3,Gdańsk,Jasień,,Do wykończenia,60.0,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-05-07,0,1,4,1,Tak
1260,1260,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1261,1261,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1262,1262,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1263,1263,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1264,1264,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1265,1265,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1266,1266,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1267,1267,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1268,1268,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1269,1269,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1270,1270,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1271,1271,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1272,1272,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1273,1273,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1274,1274,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1275,1275,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1276,1276,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1277,1277,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1278,1278,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1279,1279,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1280,1280,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1281,1281,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1282,1282,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1283,1283,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1284,1284,628000,13502,2,Gdańsk,Orunia Górna,Świętokrzyska,,46.51,1,1,Nie,Wtórny,Blok Mieszkalny,Silikat,2017,2024-04-06,0,0,3,1,Tak
1285,1285,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1286,1286,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1287,1287,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1288,1288,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1289,1289,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1290,1290,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1291,1291,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1292,1292,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1293,1293,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1294,1294,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1295,1295,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1296,1296,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1297,1297,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
1298,1298,2850000,22266,4,Sopot,Dolny,Grunwaldzka,,128.0,1,1,Nie,Wtórny,Kamienica,Cegła,1920,2023-09-18,383,1,3,5,Nie
1299,1299,669000,16405,2,Gdynia,Redłowo,Bohaterów Starówki Warszawskiej,,40.78,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1970,2024-02-27,309,3,9,1,Tak
1300,1300,414000,11948,2,Gdańsk,Jasień,,Do wykończenia,34.65,1,1,Nie,Pierwotny,Blok,Wielka płyta,2023,2024-06-12,233,1,4,1,Tak
1301,1301,537365,8550,4,Gdańsk,Ujeścisko - Łostowice,,Do wykończenia,62.85,1,2,Nie,Pierwotny,Blok,Cegła,2024,2024-06-03,230,1,3,1,Tak
1302,1302,489000,16300,1,Gdańsk,Morena,Magellana,,30.0,1,1,Nie,Wtórny,Apartamentowiec,Pustak,2013,2024-02-27,217,1,8,1,Nie
1303,1303,699840,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,64.8,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,216,3,3,1,Nie
1304,1304,748548,10800,3,Gdańsk,Ujeścisko-Łostowice,ul. Tadeusza Bramińskiego,,69.31,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-01-04,203,3,3,1,Nie
1305,1305,589000,14125,2,Gdańsk,Przymorze,Piastowska,,41.7,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1972,2024-06-11,203,4,4,1,Nie
1306,1306,1023360,26000,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,39.36,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,203,3,3,1,Nie
1307,1307,949620,25500,1,Gdańsk,Śródmieście,Kamienna Grobla 28/29,,37.24,1,1,Nie,Pierwotny,Blok Mieszkalny,Wielka płyta,2024,2024-05-02,202,0,3,1,Nie
1308,1308,595000,13222,2,Gdańsk,Przymorze,Kołobrzeska,,45.0,1,1,Nie,Wtórny,Blok Mieszkalny,Wielka płyta,1980,2024-04-06,202,3,4,1,Tak
1309,1309,360185,4002,4,Gdańsk,Łostowice,Kryształowa,Do wykończenia,90.0,2,2,Tak,Pierwotny,Dom wielorodzinny,Pustak,2025,2024-03-21,766,2,2,1,Nie
